23638 Nicolash Silva O+ 85.6 DF (61)2141-3414
16985 Diogo Melo O+ 91.7 SP (15)5448-9250
15850 Júlia Santos O+ 92.9 DF (61)3493-2104
5560 Vitória Correia A+ 70.7 SP (15)7013-8378
20036 Laura Alves A+ 58.6 PR (41)7520-9822
19215 Bruno Pinto O+ 100.3 RJ (21)3925-9344
28600 Isabella Ferreira O+ 66.7 MG (31)9668-4398
29130 Luís Fernandes AB+ 100.6 SP (11)5638-4867
8463 Rafael Cardoso O+ 99.9 SP (11)3635-4237
24560 Vitor Costa A- 93.8 TO (63)8384-8171
17954 Arthur Silva B+ 74.6 SP (11)6574-2436
15602 Eduardo Azevedo A- 68.3 PR (43)2132-4493
21149 Matilde Barbosa B+ 101.1 SP (11)2574-2717
12834 Rafael Rocha O+ 76.8 RS (51)6812-7570
23413 Kauã Dias A+ 81.2 PA (91)3148-3484
26238 Thaís Martins O+ 80.1 SP (12)2355-2848
24623 Gabriela Correia A+ 54.7 SP (19)7592-3502
24286 Isabella Dias A+ 100.0 SP (13)5025-6077
25080 Ágatha Cardoso A+ 90.5 SP (11)3645-2906
23405 Raissa Oliveira O- 57.4 SP (15)9377-7017
8043 Isabelle Ribeiro A+ 52.1 SP (12)8494-8979
26538 Luana Rocha B+ 105.6 RJ (21)5875-2904
7530 Fábio Pinto A+ 71.5 RJ (22)2366-7612
15756 Diego Sousa A+ 79.9 RJ (24)6843-9285
21645 Leonor Oliveira O+ 84.3 SP (19)2080-7263
17324 Carlos Carvalho O+ 86.1 CE (85)6260-3953
29399 Marina Barros B+ 49.5 SP (11)8533-8854
24955 Julieta Araujo A+ 59.5 PR (41)6163-8919
324 Vinícius Goncalves B+ 93.5 SP (11)7500-2574
24679 Guilherme Pereira O- 94.6 SP (19)9766-7896
12011 Maria Ribeiro B+ 97.6 PE (81)9644-3443
7210 Luan Ferreira O+ 94.3 MG (31)8335-2966
25637 Antônio Alves O+ 74.4 DF (61)8203-4882
25735 Martim Carvalho A+ 74.5 SC (49)6317-8286
20208 Lucas Cavalcanti O+ 107.7 SP (19)8419-5095
25534 Breno Barbosa A+ 71.8 SP (11)4409-8378
5924 Emilly Silva B+ 88.9 RS (51)9863-5176
7002 Brenda Dias O+ 77.2 SP (11)6565-3258
19872 Cauã Pinto O+ 63.5 SP (11)5952-5443
9720 Davi Pereira B- 96.6 SP (16)8127-6665
11247 Gabrielly Cunha B+ 87.2 PA (91)4352-9890
5752 Lavinia Lima A+ 83.1 ES (27)6979-2186
22265 Vitor Ferreira B+ 83.2 MG (34)8659-6273
16187 Alice Cunha O+ 88.7 PR (41)5907-9514
8536 Giovanna Gomes A+ 68.2 SC (47)3659-5062
23310 Camila Cunha O+ 86.4 SP (11)5752-6329
29370 Ana Sousa O+ 100.1 PE (81)7429-2389
10237 Ryan Rocha O+ 97.1 MG (35)6609-6835
2102 Sophia Pinto A- 53.2 GO (61)6743-2159
5431 Douglas Souza A+ 74.9 PR (43)4782-8432
27666 Ágatha Rocha O+ 73.8 MG (31)6788-6812
1045 Igor Pinto O+ 63.2 DF (61)3842-2739
26370 Enzo Ferreira O+ 65.5 MG (31)8653-4187
22765 Tânia Sousa A+ 91.2 SP (11)8093-6470
10357 Otávio Gomes A+ 108.2 SP (11)6054-3732
7212 Erick Silva A+ 63.9 SP (14)6879-8993
25221 Bruno Oliveira A+ 109.6 PE (81)8329-7502
2092 Livia Araujo A+ 54.1 PR (45)2798-7660
16272 Leonor Cardoso O+ 82.4 PE (81)8809-2283
16885 Enzo Barros B+ 82.2 SP (12)5638-6549
9714 Renan Fernandes AB+ 83.5 SP (16)6112-9281
16353 Enzo Ferreira O+ 83.8 AC (68)5096-8201
7168 Isabelle Santos B+ 49.9 MG (31)5771-4846
26563 Diego Almeida A+ 112.8 AC (68)9951-5085
18344 Luiza Ferreira A- 59.1 GO (62)3203-3719
16031 Rafaela Oliveira O- 90.9 PA (93)8398-4933
29389 Victor Castro B+ 92.5 RJ (21)6484-2695
19455 Kauê Santos O+ 92.0 SP (19)8304-2628
4271 Luiza Sousa B+ 53.4 RS (51)8629-2597
25562 Marcos Dias A+ 109.9 PE (81)4244-6860
29120 Eduardo Carvalho A+ 78.7 MG (33)9159-7099
13135 Gabrielle Correia B+ 68.9 GO (62)4329-5896
5627 Fernanda Melo O+ 64.2 SP (11)7242-3887
21921 Vitória Dias A+ 67.3 SP (11)8348-3053
15954 Sarah Gomes AB+ 77.6 SP (11)4996-6358
12438 João Barbosa O+ 88.4 DF (61)8618-7782
15871 Beatrice Souza O+ 74.3 SP (11)9175-7842
14406 Alex Barbosa A+ 113.4 CE (85)3534-3363
27083 Yasmin Santos A+ 84.9 SP (11)3285-9407
29373 Carolina Fernandes O+ 74.3 SP (11)5663-5149
15316 Sophia Cavalcanti O+ 75.2 PR (45)5493-8908
29910 Raissa Alves AB+ 88.7 SP (19)5303-3332
4509 Yasmin Barros B+ 95.0 DF (61)6338-5543
3458 Estevan Melo A+ 109.5 SP (14)6180-5859
7953 Kai Carvalho O+ 62.6 SC (47)2551-3167
16853 Beatriz Rocha O+ 94.3 SP (11)7812-4797
10278 Matilde Azevedo B+ 79.5 ES (27)8347-5026
22960 Luan Costa O+ 82.9 ES (28)9154-5404
28800 Joao Alves O+ 66.0 SP (11)8597-4379
14299 Leonardo Lima B+ 95.3 SP (11)8413-2811
22983 Guilherme Fernandes B+ 100.4 PE (81)3899-2509
7375 Nicole Azevedo B+ 97.3 SP (11)9215-5673
1935 Julian Martins A- 105.2 SP (12)3579-6418
12271 Júlia Melo B+ 49.7 PR (42)7284-9369
6525 Bruno Martins A+ 95.2 RS (51)3730-5262
21878 Luis Souza O+ 80.8 SP (15)8027-8694
27567 Kauan Correia O+ 111.7 MG (37)8573-6494
10619 Daniel Cardoso O+ 93.9 RS (51)5338-8653
4222 Thiago Melo O+ 94.6 SC (48)4048-8810
20999 Fábio Barbosa A+ 68.7 TO (63)4957-9929
23103 Nicolas Sousa B+ 83.3 GO (61)5130-3425
15227 Otávio Correia B+ 69.2 PE (87)3253-2724
17354 Sofia Lima B+ 92.3 MG (31)3910-8478
21993 Beatrice Pereira O+ 80.1 MS (67)3514-6489
13392 Vitória Oliveira O+ 75.6 PR (41)6951-2806
29479 Breno Silva B+ 77.3 ES (27)6055-7823
2393 Gabriel Oliveira A+ 75.7 RN (84)7750-5591
27389 Gabrielly Souza AB+ 82.7 SP (11)8139-5775
19397 José Fernandes O+ 66.0 RJ (21)3465-3762
29064 Aline Gomes O+ 57.0 SP (19)9287-7094
305 Otávio Cardoso B+ 106.1 CE (85)5943-3559
8868 Beatriz Barbosa A+ 105.2 MG (38)7638-2064
4247 Kauê Melo O+ 100.8 RJ (22)7946-6332
5858 Beatrice Sousa O+ 76.0 PE (81)7489-3721
23997 Ryan Goncalves A+ 106.7 SP (11)3917-9337
3056 Giovana Santos O+ 71.8 GO (62)2535-5841
23966 Luís Azevedo A+ 61.4 AL (82)4387-8095
2854 Luana Lima O+ 54.9 SP (11)8156-9794
18996 Thaís Correia O+ 75.6 SP (15)9972-3568
3102 Giovana Araujo O+ 72.4 ES (27)6421-8149
8758 Luiz Silva AB+ 71.9 SP (11)8109-4331
15702 Nicolas Azevedo O+ 67.9 RJ (21)3295-7880
18718 Carla Silva O+ 96.4 MS (67)7461-7587
7296 Alice Cardoso B+ 54.2 GO (61)4176-4232
17486 Luiza Cavalcanti A+ 77.1 GO (62)3100-2450
2838 Mateus Cunha B+ 105.0 RJ (21)2843-3594
15287 Cauã Sousa AB+ 95.7 MG (31)3802-3908
2290 Vitór Rocha A+ 108.6 BA (74)3577-2061
11618 Aline Sousa A+ 74.3 SP (12)5039-7782
9506 João Dias O+ 82.1 MG (31)5576-5424
20668 Giovanna Cavalcanti O+ 54.0 SP (11)6279-9263
4671 Lucas Sousa A+ 84.4 BA (75)5864-9534
2178 Julian Rocha B+ 100.3 SP (19)5443-6413
27051 Isabelle Goncalves O- 94.9 MT (65)5346-4249
9894 Eduardo Fernandes A+ 90.6 GO (62)4825-2970
28748 Diego Rodrigues O+ 88.8 PA (93)5874-6698
24682 Lucas Cavalcanti O+ 59.9 SP (11)9296-9176
17132 Gustavo Souza O+ 91.9 MS (67)9409-4175
14792 Diogo Azevedo B+ 84.8 DF (61)7839-6917
5395 Estevan Almeida B+ 76.4 TO (63)5423-7863
28507 Fernanda Barros B+ 71.6 RR (95)2744-3006
22614 Gabriela Barbosa O- 81.3 SP (15)2110-7394
21650 Murilo Melo O+ 65.9 GO (62)2856-6215
23225 Nicole Pinto A- 53.8 PE (81)2230-4229
20562 Tomás Martins B+ 92.6 RJ (21)3475-4937
16265 Lara Martins B+ 96.5 SP (19)4444-9147
16133 Carolina Silva A+ 76.1 RS (54)4098-9804
4955 Vitór Ribeiro AB+ 77.7 PR (41)8735-6617
26663 Victor Ferreira B+ 75.4 PA (91)9120-9506
23865 Tomás Almeida A+ 60.1 PA (91)5782-9937
28816 Manuela Lima O+ 71.6 PE (81)7554-7152
23658 Miguel Lima AB+ 55.6 SC (48)9577-2461
5336 Sofia Pereira A+ 49.1 PA (94)3980-7380
15175 Julian Martins A+ 67.0 GO (62)9958-4477
7606 Luan Lima B+ 94.9 CE (85)8669-8105
6685 Manuela Ribeiro O+ 74.1 MG (37)3577-8944
10967 Luana Castro O+ 80.4 RS (51)7439-8588
18549 Giovana Oliveira O+ 60.7 DF (61)7547-4499
14234 Gabriela Azevedo A- 56.1 RS (51)6714-6376
18220 Nicolas Santos B+ 89.2 BA (71)9442-8314
15512 Júlia Oliveira AB+ 103.3 SP (12)7248-6324
9181 Júlia Lima O+ 100.1 PE (87)8463-6519
21874 Bruno Lima O+ 72.0 MG (31)7751-7758
5479 Tânia Almeida A+ 72.2 SP (17)2377-3054
7470 Anna Dias A+ 74.7 SP (11)2449-9492
12129 Douglas Almeida A+ 65.0 BA (74)2827-7046
10189 José Rocha A+ 103.5 RJ (21)6172-3366
10540 Luiza Carvalho B+ 90.4 RJ (21)8430-2274
1131 Carlos Fernandes O+ 65.5 PR (41)9606-9699
19760 Samuel Barbosa B+ 73.9 SP (11)9034-7176
14022 Eduarda Oliveira A+ 97.7 RS (53)9888-3393
14093 Giovana Santos O+ 89.4 MG (33)9707-8139
14882 Bruna Ribeiro A+ 63.1 PE (81)5284-4838
7336 Laura Sousa B+ 62.8 PB (83)2537-9849
6043 Fernanda Lima O+ 76.1 CE (85)4724-6487
15759 Antônio Fernandes A+ 78.2 SP (11)9641-9713
18541 Julieta Costa B+ 87.1 MG (32)2532-4620
7903 José Cardoso A+ 93.7 SP (11)9129-9410
2100 Sofia Carvalho O+ 79.4 DF (61)9694-6069
21178 Tiago Sousa B+ 79.7 MG (31)3485-9651
24857 Marina Ferreira A+ 78.9 BA (73)9179-7535
1755 Gabrielle Cardoso B+ 53.7 SP (12)4835-8771
20685 Eduarda Gomes O- 64.8 BA (75)9365-6107
16941 Bruna Dias B- 72.5 SP (11)5446-9917
4441 Rafael Carvalho B+ 70.0 GO (64)4178-6764
25618 Guilherme Castro O+ 81.5 DF (61)6852-9433
7259 Matilde Fernandes A- 57.2 SP (14)3245-3463
19191 Fernanda Gomes A+ 60.1 BA (71)3735-2222
13716 Matilde Rodrigues B+ 91.5 RS (54)4946-7087
16556 Luana Melo O+ 91.9 SC (48)8380-4004
3552 Carolina Ribeiro O+ 81.8 SP (11)4162-9535
11783 Daniel Araujo O+ 104.4 AM (92)4590-5009
9922 Thaís Santos A+ 88.4 GO (62)3700-5868
13362 Rebeca Almeida A+ 94.0 RJ (21)7125-3156
21324 Diogo Correia B+ 84.0 RN (84)2437-7777
10601 Murilo Gomes A+ 105.1 MG (31)5815-9010
4320 Diego Lima A+ 67.3 BA (71)8225-5505
13019 Luiz Ribeiro A+ 102.6 SP (12)9137-3214
23675 Luis Oliveira O- 81.2 SP (18)6700-7433
9695 Beatrice Dias B+ 53.4 PB (83)6622-6437
20786 Daniel Azevedo B+ 69.9 BA (73)5376-2600
1304 Davi Souza O+ 59.4 SP (18)2346-2838
25278 Matheus Castro B+ 97.8 BA (71)4418-5223
11186 Luiza Rocha A+ 84.5 MG (31)9599-6741
24061 Renan Ribeiro A- 103.8 SP (11)5490-9615
2796 João Castro A+ 102.6 SE (79)8573-8639
18869 Thiago Souza A- 57.3 SP (19)9877-4959
29189 Gabriela Cardoso O+ 77.9 RJ (21)6936-8894
19116 Bruno Martins O+ 80.5 SP (11)5863-3007
18946 Marcos Silva A- 103.7 PR (43)9422-8082
8699 Arthur Dias A+ 98.2 ES (28)2046-2828
10042 Gabrielly Souza B+ 54.0 PI (86)2095-6575
14790 Luana Barros B+ 90.1 SP (15)9313-8011
12459 Gabriel Cardoso O+ 93.7 SP (16)9934-3943
25726 Otávio Silva O+ 99.2 GO (62)6539-5866
4189 Beatriz Cunha A+ 84.0 PR (42)9491-9865
26444 Sophia Barros O+ 94.6 SP (11)8071-6207
10070 Beatriz Almeida O- 85.6 RR (95)7036-7611
14684 Fábio Barbosa O+ 56.7 MG (31)5631-2973
21439 Giovana Goncalves O+ 90.2 SP (17)3576-8538
16659 Marcos Castro O+ 92.2 SP (11)3024-4676
18163 Larissa Almeida O+ 57.5 AL (82)8503-6970
6676 Vitor Silva O+ 98.5 SP (11)2772-6442
29244 Breno Fernandes O+ 66.1 RJ (24)6245-5106
4659 Arthur Silva O+ 67.0 DF (61)6914-5497
749 Vinícius Alves B+ 82.1 RJ (21)4214-3556
6996 Eduarda Almeida A+ 89.1 PR (43)8095-6575
21794 Gustavo Almeida O+ 74.8 RS (51)8452-8304
26332 Melissa Rocha O+ 77.2 MG (31)8706-8612
25862 Gabriel Goncalves A+ 94.6 RJ (22)9199-4074
21095 Julian Araujo A+ 70.7 PR (41)8139-2617
2223 Matheus Melo A+ 65.7 SP (11)5874-4580
25530 Carla Souza O+ 91.9 GO (62)4611-7896
16948 Gustavo Cavalcanti A+ 98.2 GO (62)8172-7147
26048 Julian Goncalves AB+ 85.2 PR (42)5943-8890
15929 Bianca Goncalves O+ 78.8 RS (51)5320-5115
14616 Samuel Araujo O+ 67.1 SP (11)9638-6587
4416 Bianca Araujo B+ 102.9 MG (31)9019-4504
22672 Tânia Oliveira A+ 53.0 BA (73)2169-9481
2480 Melissa Correia B+ 67.7 SP (17)7086-2674
22684 Luis Sousa A+ 74.5 SP (14)6010-2002
17981 Emily Gomes A+ 75.5 SP (12)7745-8713
12252 Davi Dias O+ 109.5 RS (54)7328-4525
28409 Antônio Cavalcanti A+ 102.4 TO (63)2261-6608
7110 Anna Pereira A- 83.1 BA (73)5607-4788
3573 Beatriz Barros O+ 85.2 PR (43)8988-9090
16951 Julia Sousa O- 88.7 SC (47)8902-6782
12955 Letícia Oliveira B+ 52.3 PR (42)8525-6328
10636 José Pinto B+ 97.9 SP (11)5800-7197
6018 Vitor Ribeiro B+ 69.5 CE (85)8145-5078
19788 Matheus Oliveira A+ 96.6 RS (51)3504-6016
431 Manuela Cunha O- 83.3 PB (83)2854-3939
16700 Amanda Rodrigues A+ 53.5 SP (11)3006-5390
25866 Marina Cunha B- 53.5 SP (19)6545-7049
15084 Eduardo Melo O+ 89.3 PE (81)9248-6840
6225 Pedro Azevedo O+ 83.6 RJ (21)5460-4857
22301 Vitória Lima A+ 54.6 SP (19)4661-9880
9254 Mariana Rodrigues A+ 79.6 PR (41)7081-2166
17561 Rafaela Castro O+ 82.6 PA (94)7387-2071
29393 Clara Souza O+ 64.2 TO (63)3230-3357
29311 Igor Ferreira B+ 98.3 MS (67)8403-4140
8165 Ryan Santos O- 63.0 AL (82)5499-3903
12190 Aline Lima B+ 54.0 GO (62)3076-2747
19671 Vitória Ferreira AB+ 66.0 SP (11)4255-6819
12211 Guilherme Ribeiro O+ 98.2 GO (62)7401-5499
10661 Isabella Oliveira B+ 101.0 RJ (21)2954-7039
10184 Carla Oliveira O+ 72.0 SC (47)4212-8667
16677 Matheus Souza A+ 76.5 PE (81)4200-5880
4593 Livia Almeida A+ 87.0 PR (44)6225-2195
4544 Ryan Barbosa O+ 87.3 PA (91)3211-7577
11193 Antônio Souza O+ 71.7 MG (31)5462-3562
23716 Murilo Castro A+ 108.2 SC (49)6545-7680
3309 Alice Cavalcanti B+ 99.7 GO (64)5797-5672
6041 Emily Oliveira O+ 82.7 RR (95)2512-5737
3274 Rebeca Almeida O+ 72.7 SP (19)5104-6053
1934 Murilo Melo A+ 102.9 SC (47)5675-5286
5783 André Barros B+ 57.4 SP (19)8435-4305
9936 Arthur Carvalho O+ 107.4 MG (31)7107-4850
20363 Rafael Lima A+ 65.0 SC (47)4910-9407
16410 Raissa Alves O+ 79.2 SP (11)7436-6740
27848 Luana Gomes B+ 80.7 SP (11)8483-5446
15527 Lavinia Almeida O+ 52.1 ES (27)3692-9268
12111 Gabriel Barbosa O+ 114.0 GO (62)4617-8488
847 Nicolash Correia A+ 91.3 SP (19)7959-5075
2668 Gabrielly Santos B+ 69.1 AM (92)7127-2692
22759 Murilo Correia O+ 81.0 PE (87)5657-8250
1565 Igor Ribeiro A+ 78.0 RS (53)2005-3901
19510 Kai Lima B+ 105.2 SC (49)6548-7983
12244 Rebeca Rodrigues A+ 97.2 RS (51)2213-2481
13095 Manuela Melo O+ 100.4 GO (62)7528-6937
2364 Daniel Araujo B+ 74.2 PR (42)4169-3342
3746 André Souza A- 85.0 BA (71)7746-6626
27894 Rodrigo Souza A+ 90.0 DF (61)8875-7631
16202 Amanda Martins O+ 70.0 SP (14)3636-5723
17594 Sofia Goncalves O+ 88.3 MG (38)9105-9295
6720 Lucas Costa O+ 104.5 MT (65)6846-5615
511 Joao Barros O+ 95.0 MT (65)5914-6232
2137 Tomás Silva B+ 89.8 SP (14)7516-3498
3862 Tomás Azevedo B+ 97.4 MG (32)4497-6586
21263 Yasmin Azevedo B+ 73.9 PR (43)9179-4723
23066 Luana Rodrigues A- 90.3 GO (61)2934-6096
5286 Miguel Rocha A+ 76.5 GO (62)4308-7391
11202 Giovanna Silva O+ 66.7 SP (14)7332-7423
9140 Alice Cavalcanti A- 60.4 MG (31)2559-7018
27912 Kaua Santos B+ 85.8 MG (38)3090-8361
26202 Julia Martins A+ 53.6 SP (11)2663-7498
13942 Clara Martins B+ 62.3 SP (14)8307-2682
23478 Matheus Barros O+ 76.0 SP (11)2085-4355
19371 Sophia Fernandes B+ 67.7 RR (95)2279-8151
26709 Caio Sousa O+ 93.3 SP (11)7409-8692
20181 Otávio Melo B+ 111.8 SP (11)5189-9884
28709 Diego Lima AB+ 78.7 BA (71)4449-7862
20671 Guilherme Goncalves O+ 71.3 RJ (21)7697-7898
8348 Julian Cardoso O+ 80.4 SP (18)6401-2431
12789 Letícia Martins A+ 73.3 SP (19)7253-7487
21099 Vinícius Almeida B+ 103.8 RJ (21)4448-5643
21322 Eduardo Barros B+ 101.5 SP (17)5662-9835
18600 Bruna Almeida A- 74.7 SP (14)8162-4014
17125 Arthur Cardoso O+ 88.6 CE (85)7448-9514
20156 Vitória Cavalcanti O+ 82.2 SC (49)4796-3352
12136 Larissa Oliveira O+ 105.5 SP (11)7935-9391
2557 Estevan Costa O+ 113.8 SP (11)7928-9974
24398 Brenda Ferreira B+ 61.8 SP (11)2544-9800
19196 Felipe Costa O+ 71.8 RJ (21)5265-8939
14677 Mariana Santos O- 58.6 MG (31)8210-4283
9263 Paulo Correia A+ 60.1 SP (19)6429-5269
12551 Isabela Rodrigues A- 60.9 GO (62)6523-8989
28000 Matheus Souza A+ 103.3 SP (19)5767-6870
15302 Felipe Oliveira A- 93.9 MG (37)7910-3077
27379 Aline Ferreira B- 83.8 SP (15)8647-6588
11972 Brenda Rodrigues B+ 76.0 MG (32)2178-4060
3135 Sofia Santos O+ 81.6 SP (19)8028-9862
21547 Gabrielle Ferreira O+ 57.3 MG (31)5152-9566
5165 Caio Goncalves O+ 91.8 RJ (21)9291-4426
29842 Giovana Gomes B+ 67.5 MG (31)7862-2711
21756 Bruna Silva O+ 72.3 RS (51)2408-7246
13296 Livia Goncalves AB- 55.1 PE (81)2807-9644
12467 Caio Rocha O- 82.1 RJ (21)9177-9121
25122 Douglas Araujo O+ 67.0 SC (47)8877-9801
17127 Miguel Goncalves AB+ 96.5 SP (19)7544-2925
15239 Julia Gomes A+ 72.8 PA (94)6091-7842
29835 Rodrigo Azevedo O+ 64.8 PI (86)3252-2500
18441 Alex Almeida B+ 68.0 SP (12)7599-3838
14460 Gabrielly Costa B+ 65.3 SP (18)6287-7102
17763 Carolina Lima O+ 66.6 MG (34)8916-5974
6004 Rafaela Santos A+ 92.6 MG (38)9364-8714
5428 Raissa Barbosa A+ 77.6 SC (47)3966-8388
23961 Manuela Almeida B+ 78.5 BA (71)4673-8563
26151 Luiza Alves O+ 66.0 RJ (21)4809-4335
23597 Kai Melo B+ 100.6 SP (11)4205-3405
15028 Nicolas Souza O- 82.5 GO (64)7899-3161
25472 Rafael Correia O+ 104.5 SP (18)9999-6497
3246 Vinícius Cardoso B+ 60.8 PR (42)7056-3685
29356 Daniel Pereira A- 97.6 RJ (21)9770-3765
3106 André Barros O+ 72.4 RS (51)3817-5904
22070 Kauan Alves B+ 73.3 SP (16)9023-6476
